N,turnout,votes,district
205,121,51,72689
328,181,107,72690
1674,851,377,72691
1531,812,338,72692
691,412,192,72693
2506,1223,475,72694
2175,1234,456,72695
1290,601,226,72696
1223,553,238,72697
2147,941,391,72698
121,83,57,72699
588,342,143,72700
2138,1044,492,72701
495,241,135,72702
142,93,47,72703
1117,592,203,72704
224,120,75,72705
1776,751,323,72706
2078,1033,318,72707
238,137,46,72708
487,274,94,72709
624,332,174,72710
1278,514,173,72711
2571,1301,575,72712
2169,1097,377,72713
3324,1783,792,72714
1872,923,399,72715
523,240,135,72716
227,118,67,72717
1115,525,142,72718
2101,952,363,72719
2424,1176,505,72720
2203,1286,569,72721
69,51,31,72722
1901,546,231,72723
191,110,57,72724
2521,1382,587,72725
1889,932,374,72726
295,132,67,72727
482,217,84,72728
1462,675,256,72729
2061,820,316,72730
692,322,149,72731
1218,536,211,72732
2131,953,381,72733
1745,891,329,72734
2197,1182,590,72735
186,112,70,72736
1154,504,222,72737
2212,1240,491,72738
615,358,114,72739
149,94,57,72740
2074,1068,427,72741
1933,1051,473,72742
1848,792,351,72743
2689,1439,579,72744
2357,1277,538,72745
154,76,37,72746
1129,616,209,72747
1862,958,379,72748
1862,741,271,72749
1879,897,376,72750
2514,1417,533,72751
1014,490,203,72752
2403,1303,500,72753
1009,524,224,72754
1082,487,159,72755
1840,724,364,72756
2523,1287,504,72757
273,145,69,72758
803,335,109,72759
1443,560,242,72760
2551,1204,687,72761
482,240,92,72762
1930,912,401,72763
760,401,150,72764
1578,743,223,72765
2321,1075,305,72766
2333,1096,291,72767
274,137,80,72768
1932,1037,438,72769
1166,601,216,72770
338,173,62,72771
601,355,118,72772
1203,619,249,72773
76,39,9,72774
2325,1347,435,72775
1665,846,359,72776
2341,1197,432,72777
306,172,89,72778
2013,986,285,72779
2227,1180,419,72780
2207,1380,487,72781
103,101,39,72782
342,161,72,72783
840,384,133,72784
795,395,127,72785
1039,595,291,72786
1956,944,342,72787
2188,1150,394,72788
96,50,27,72789
313,205,133,72790
2184,1279,659,72791
573,308,137,72792
1871,993,361,72793
702,387,216,72794
2573,1373,602,72795
568,299,104,72796
247,129,43,72797
2190,1180,527,72798
1714,897,450,72799
173,104,65,72800
456,285,91,72801
2313,1299,406,72802
461,319,196,72803
2601,1450,678,72804
273,99,49,72805
407,199,94,72806
63,60,30,72807
172,90,43,72808
1081,473,219,72809
284,139,75,72810
361,159,59,72811
1211,368,141,72812
432,275,106,72813
1172,553,206,72814
587,316,171,72815
951,366,128,72816
1501,640,135,72817
3095,1315,369,72818
233,119,63,72819
107,50,18,72820
1344,538,212,72821
2935,1410,402,72822
2680,1140,266,72823
1244,681,215,72824
1000,360,154,72825
1799,833,258,72826
1020,526,281,72827
2940,1409,355,72828
1043,334,120,72829
2627,1094,354,72830
2152,1085,541,72831
2448,1302,309,72832
1575,758,182,72833
1089,462,127,72834
1450,503,181,72835
2073,1071,280,72836
1537,699,190,72837
2648,1218,440,72838
633,310,182,72839
671,320,122,72840
955,479,289,72841
976,520,225,72842
2686,1288,329,72843
1964,1179,412,72844
2027,1008,347,72845
1796,1113,285,72846
1079,622,171,72847
154,55,30,72848
188,113,62,72849
2029,1229,456,72850
270,145,71,72851
2992,1056,427,72852
1217,736,282,72853
445,246,133,72854
212,138,89,72855
2675,1444,616,72856
1051,539,203,72857
505,280,163,72858
2038,1039,264,72859
1145,563,242,72860
1965,1070,286,72861
1385,630,175,72862
1565,858,419,72863
233,90,38,72864
518,216,102,72865
2457,1341,495,72866
1872,875,203,72867
1555,944,323,72868
312,207,67,72869
2211,905,363,72870
1652,989,348,72871
2859,1007,305,72872
1905,940,229,72873
1381,695,159,72874
2050,980,206,72875
1102,656,183,72876
1727,811,208,72877
2602,1171,261,72878
2103,1046,311,72879
2431,1080,258,72880
2384,1373,470,72881
1838,949,235,72882
2566,1206,281,72883
2263,1110,314,72884
1999,869,242,72885
1613,774,321,72886
1607,818,188,72887
591,393,148,72888
2032,946,244,72889
2700,1287,359,72890
2215,1132,302,72891
2338,1178,373,72892
961,378,106,72893
1900,920,224,72894
2577,1309,338,72895
1929,951,218,72896
1613,774,168,72897
607,543,180,72898
2603,1220,290,72899
2946,1465,396,72900
2772,1310,362,72901
162,133,58,72902
2442,1150,337,72903
454,239,60,72904
2699,1204,346,72905
1238,514,161,72906
127,125,49,72907
2182,1138,284,72908
685,661,414,72909
894,725,261,72910
923,896,549,72911
2781,1306,366,72912
665,636,204,72913
2545,1305,340,72914
513,446,335,72915
2499,1235,319,72916
2531,1272,326,72917
2133,908,131,72918
565,554,353,72919
543,254,59,72920
3149,1234,313,72921
1031,958,501,72922
2865,1496,421,72923
1257,672,159,72924
105,103,58,72925
1661,702,214,72926
432,172,67,72927
1471,782,172,72928
2572,1398,374,72929
2366,1332,488,72930
1517,822,212,72931
2110,1266,480,72932
2196,1044,312,72933
865,494,126,72934
1543,600,175,72935
2513,1273,339,72936
329,287,102,72937
1918,980,300,72938
1928,995,239,72939
2417,1152,263,72940
1835,1038,268,72941
2334,972,216,72942
2535,1218,324,72943
1692,1662,554,72944
2581,869,214,72945
2397,1208,352,72946
2110,1167,317,72947
2038,1064,280,72948
2482,1386,360,72949
1783,788,187,72950
2453,1224,316,72951
2778,1468,361,72952
1659,796,184,72953
2417,1015,267,72954
1564,755,192,72955
2121,1120,304,72956
1852,980,252,72957
2518,1198,326,72958
2209,1138,294,72959
2228,1076,309,72960
1576,835,247,72961
1726,927,213,72962
2516,989,250,72963
1706,886,226,72964
2122,1138,330,72965
1592,825,207,72966
2394,1233,270,72967
1541,628,208,72968
1770,781,200,72969
2030,1050,311,72970
2030,1160,284,72971
2152,1034,273,72972
2467,1049,263,72973
1443,696,163,72974
2511,1161,311,72975
1345,621,171,72976
1995,1021,221,72977
1745,874,199,72978
1950,1007,269,72979
2391,1240,307,72980
2149,1308,336,72981
2039,1076,270,72982
1530,881,258,72983
1667,848,226,72984
2084,1010,263,72985
1975,1122,477,72986
1655,745,239,72987
1782,987,358,72988
1609,926,340,72989
902,466,174,72990
50,47,13,72991
61,56,19,72992
146,124,38,72993
2120,1102,432,72994
2252,1215,457,72995
1573,763,285,72996
690,339,118,72997
2333,1249,459,72998
1709,906,371,72999
2019,906,252,73000
1655,1041,419,73001
2263,925,377,73002
2877,1480,355,73003
2274,1098,256,73004
2314,1283,422,73005
64,51,34,73006
2282,1208,298,73007
2201,1314,454,73008
2489,1232,437,73009
2034,1004,369,73010
754,394,204,73011
1283,501,189,73012
2559,1240,503,73013
2218,1245,401,73014
1863,1023,378,73015
2128,965,401,73016
2263,1076,409,73017
2333,1063,376,73018
2308,1220,470,73019
1001,543,242,73020
2385,1188,464,73021
1536,768,217,73022
2232,1035,333,73023
2053,948,338,73024
2173,1061,393,73025
2464,1353,484,73026
1773,1003,399,73027
1467,719,212,73028
212,138,107,73029
2391,1393,464,73030
2178,1106,405,73031
2047,1075,420,73032
1354,636,185,73033
338,147,60,73034
947,428,132,73035
2169,982,346,73036
1796,633,255,73037
1764,808,266,73038
320,127,45,73039
1892,970,375,73040
271,149,71,73041
1949,943,372,73042
2213,958,298,73043
2545,1202,398,73044
1811,779,263,73045
651,209,82,73046
2392,1310,461,73047
631,265,111,73048
972,502,191,73049
2166,1078,307,73050
416,393,165,73051
1422,661,186,73052
2595,1092,388,73053
1363,742,271,73054
1141,518,161,73055
1951,1017,289,73056
2771,1432,479,73057
2348,1180,403,73058
2401,1226,429,73059
1701,683,234,73060
2253,1226,438,73061
2002,973,344,73062
2037,1152,384,73063
1879,879,373,73064
2297,1183,448,73065
2134,1192,399,73066
1960,1149,450,73067
347,341,111,73068
1979,874,231,73069
2543,1093,254,73070
1570,670,207,73071
288,184,56,73072
1846,930,201,73073
2310,1204,303,73074
2349,1252,326,73075
2137,1129,288,73076
1859,999,293,73077
1982,973,262,73078
2449,1237,344,73079
2649,1329,312,73080
1918,764,213,73081
1080,297,76,73082
2381,1120,276,73083
2296,1214,287,73084
1792,982,219,73085
1894,1030,367,73086
2004,1166,427,73087
2118,1033,402,73088
1898,987,370,73089
2079,1023,388,73090
1760,909,207,73091
560,545,293,73092
1254,646,154,73093
148,73,25,73094
535,246,119,73095
1350,581,260,73096
706,266,126,73097
1405,608,251,73098
188,82,27,73099
1808,846,264,73100
1685,758,235,73101
2383,1223,404,73102
2953,1242,444,73103
1272,460,162,73104
2198,1040,303,73105
2173,1100,266,73106
317,171,82,73107
1483,743,271,73108
51,50,18,73109
1065,512,189,73110
2116,1048,291,73111
407,190,57,73112
2333,1133,345,73113
1187,591,192,73114
211,122,65,73115
766,401,177,73116
834,468,207,73117
2316,1043,283,73118
2160,1357,388,73119
393,192,103,73120
2102,1058,286,73121
237,157,61,73122
1117,457,174,73123
946,487,162,73124
56,54,26,73125
2333,1123,266,73126
1919,883,251,73127
2389,1265,389,73128
1611,659,181,73129
249,132,42,73130
301,121,41,73131
1801,824,325,73132
2242,1020,266,73133
1751,1712,1265,73134
330,183,76,73135
1205,502,179,73136
1925,1104,345,73137
2024,872,237,73138
2675,1288,393,73139
317,168,48,73140
659,319,107,73141
316,162,113,73142
2292,1182,376,73143
173,156,83,73144
318,177,70,73145
2043,826,205,73146
382,231,99,73147
815,358,157,73148
874,399,136,73149
789,433,189,73150
1165,507,205,73151
547,243,95,73152
1669,1026,353,73153
624,598,183,73154
1583,812,263,73155
539,333,149,73156
2056,812,332,73157
302,157,81,73158
1325,852,274,73159
2225,1250,426,73160
2262,1036,263,73161
1956,904,242,73162
1575,659,206,73163
1701,979,263,73164
289,134,59,73165
1942,977,258,73166
1987,1170,372,73167
380,219,104,73168
255,120,77,73169
1647,896,295,73170
902,418,203,73171
695,308,173,73172
755,461,193,73173
134,77,39,73174
356,176,58,73175
454,243,134,73176
346,171,53,73177
658,292,152,73178
115,68,39,73179
1566,762,256,73180
165,80,47,73181
87,50,19,73182
393,235,83,73183
541,272,131,73184
740,379,177,73185
1328,692,210,73186
458,286,96,73187
975,527,201,73188
215,101,48,73189
369,195,82,73190
680,418,169,73191
1838,852,300,73192
1806,940,396,73193
1427,714,252,73194
193,93,47,73195
198,79,35,73196
254,99,48,73197
153,82,39,73198
735,369,118,73199
1685,827,225,73200
450,214,87,73201
925,409,147,73202
2164,1465,839,73203
1389,762,232,73204
1842,1027,255,73205
884,383,156,73206
1841,767,275,73207
1260,513,217,73208
1984,990,231,73209
366,200,81,73210
842,319,131,73211
1407,772,235,73212
381,197,78,73213
215,122,50,73214
2093,1070,360,73215
429,215,59,73216
2163,1341,419,73217
94,51,22,73218
1766,1013,306,73219
177,86,38,73220
2033,1085,323,73221
1581,963,325,73222
1497,844,227,73223
1972,1061,346,73224
534,277,108,73225
132,82,29,73226
400,187,67,73227
515,307,143,73228
645,280,134,73229
1804,924,283,73230
54,38,20,73231
1469,763,267,73232
1088,458,145,73233
1634,791,198,73234
2565,1417,366,73235
2448,1448,475,73236
1764,928,160,73237
378,262,144,73238
205,113,43,73239
589,271,163,73240
1732,780,187,73241
113,77,38,73242
91,52,23,73243
2008,1108,334,73244
1183,427,116,73245
1656,841,195,73246
686,320,138,73247
1819,1059,325,73248
1891,1010,209,73249
925,506,122,73250
2375,1593,1051,73251
2139,1340,377,73252
547,274,92,73253
1775,1008,268,73254
2655,1462,395,73255
2145,1202,260,73256
2422,1330,329,73257
230,144,76,73258
2208,1207,292,73259
90,61,32,73260
303,297,216,73261
223,107,35,73262
1816,1097,302,73263
383,173,95,73264
1035,412,162,73265
249,149,81,73266
399,216,79,73267
1946,801,264,73268
658,649,184,73269
400,242,112,73270
1464,542,168,73271
400,220,84,73272
157,108,51,73273
2014,993,312,73274
471,236,121,73275
2011,996,355,73276
1084,679,283,73277
89,85,39,73278
2349,1129,263,73279
2522,1740,754,73280
431,293,149,73281
1953,1103,199,73282
456,284,120,73283
1857,1049,239,73284
2192,1072,461,73285
1481,688,304,73286
59,50,20,73287
175,171,46,73288
2139,981,397,73289
1685,888,213,73290
2017,793,223,73291
1628,888,273,73292
2163,1061,322,73293
237,145,81,73294
1689,901,265,73295
1492,652,188,73296
796,355,90,73297
1435,696,216,73298
297,282,108,73299
142,65,29,73300
625,557,181,73301
570,216,67,73302
923,412,159,73303
1334,758,219,73304
945,434,136,73305
1326,820,287,73306
643,320,83,73307
659,321,108,73308
1112,672,354,73309
2018,1085,376,73310
820,486,322,73311
1449,616,221,73312
501,234,79,73313
1298,634,172,73314
856,451,111,73315
692,366,117,73316
2363,1077,540,73317
1446,1006,448,73318
1419,721,222,73319
1886,889,252,73320
2086,1101,334,73321
2429,1308,415,73322
630,418,127,73323
1356,631,221,73324
362,150,66,73325
2059,903,305,73326
1224,649,243,73327
77,50,22,73328
2056,1113,304,73329
592,308,147,73330
226,111,51,73331
1802,996,344,73332
687,378,216,73333
127,73,52,73334
1818,786,274,73335
838,436,141,73336
522,269,121,73337
1422,691,283,73338
1675,846,180,73339
417,210,93,73340
1237,578,173,73341
1574,705,270,73342
2075,1114,247,73343
1330,542,213,73344
1897,1145,265,73345
1877,1070,251,73346
1890,868,305,73347
2275,1218,469,73348
2165,1170,440,73349
975,381,135,73350
2162,1285,372,73351
1279,553,203,73352
962,434,149,73353
509,251,101,73354
953,323,103,73355
346,186,54,73356
575,315,155,73357
1279,480,186,73358
2109,975,309,73359
77,72,21,73360
2211,1235,422,73361
1712,1006,285,73362
2395,1102,389,73363
174,80,30,73364
1649,1092,527,73365
154,62,36,73366
1806,1069,282,73367
1358,662,196,73368
265,180,111,73369
1951,966,334,73370
874,391,101,73371
468,271,173,73372
2166,1050,465,73373
1562,860,256,73374
298,160,56,73375
192,111,60,73376
1333,802,236,73377
1991,1235,336,73378
1183,564,169,73379
468,237,122,73380
653,304,136,73381
98,61,31,73382
2783,1397,429,73383
1490,644,269,73384
87,33,23,73385
1657,757,205,73386
754,332,116,73387
2138,1110,396,73388
2524,1360,463,73389
2894,1663,485,73390
990,493,181,73391
171,110,50,73392
1778,772,230,73393
1843,1059,331,73394
1521,804,242,73395
1589,959,302,73396
1778,811,312,73397
1916,1069,304,73398
1992,935,345,73399
1477,1468,942,73400
537,225,95,73401
911,439,150,73402
2027,1164,388,73403
2031,982,330,73404
1220,841,436,73405
585,274,90,73406
973,432,181,73407
1792,813,316,73408
2571,1633,722,73409
1527,441,116,73410
19,11,8,73411
1227,552,182,73412
840,470,167,73413
51,35,25,73414
1512,738,263,73415
1652,831,290,73416
618,284,91,73417
2012,1188,514,73418
1056,540,158,73419
559,230,71,73420
2288,737,252,73421
865,397,132,73422
1527,565,191,73423
1215,487,167,73424
96,74,38,73425
782,369,135,73426
1019,586,200,73427
594,318,113,73428
1894,865,290,73429
191,85,37,73430
2194,914,352,73431
2110,897,297,73432
382,230,118,73433
289,111,39,73434
282,202,96,73435
1374,873,459,73436
2560,1223,377,73437
2606,1418,573,73438
2078,1059,396,73439
195,81,47,73440
1389,771,213,73441
2369,1111,315,73442
948,289,138,73443
1619,831,299,73444
1861,1168,463,73445
2772,1402,504,73446
2050,1026,362,73447
2345,1343,482,73448
2172,890,361,73449
1214,510,195,73450
2539,1098,466,73451
2131,1177,516,73452
1285,540,237,73453
315,256,78,73454
756,254,118,73455
1372,709,217,73456
2823,1508,484,73457
2711,1660,529,73458
2712,1373,473,73459
856,361,138,73460
1373,680,239,73461
918,432,173,73462
1569,771,283,73463
1779,836,354,73464
246,108,51,73465
1639,923,249,73466
2020,977,330,73467
2657,904,353,73468
1758,876,312,73469
2509,1231,481,73470
1826,1127,368,73471
1051,398,130,73472
1843,1107,317,73473
915,297,91,73474
1576,682,267,73475
428,266,107,73476
1833,1004,323,73477
1366,618,149,73478
1926,1010,376,73479
2732,1150,425,73480
2096,1062,380,73481
2367,847,320,73482
1310,510,195,73483
739,369,82,73484
1114,486,204,73485
561,299,116,73486
1177,520,194,73487
1693,835,318,73488
1690,978,333,73489
1345,655,233,73490
1129,624,217,73491
990,485,178,73492
614,323,126,73493
1319,682,168,73494
2715,1175,478,73495
2030,998,238,73496
2292,1156,352,73497
976,427,163,73498
1054,527,199,73499
1473,529,157,73500
2813,1370,434,73501
1731,893,291,73502
2346,1134,393,73503
1909,965,278,73504
895,442,208,73505
461,291,164,73506
122,68,22,73507
438,239,135,73508
2660,1437,443,73509
2036,837,310,73510
19,13,11,73511
314,182,91,73512
181,96,60,73513
787,429,170,73514
2076,811,261,73515
2005,986,257,73516
210,119,60,73517
2128,1191,408,73518
869,407,144,73519
2864,1452,325,73520
2114,1098,356,73521
1947,905,312,73522
1395,650,270,73523
1046,488,200,73524
453,216,110,73525
1869,887,298,73526
1108,457,242,73527
2197,1125,289,73528
1818,935,253,73529
1737,926,281,73530
114,71,21,73531
101,53,20,73532
1412,648,197,73533
133,75,44,73534
2966,1413,588,73535
1881,804,362,73536
1298,469,163,73537
2048,911,316,73538
1569,630,252,73539
1791,761,201,73540
2076,853,260,73541
772,406,209,73542
2339,956,420,73543
2345,1282,562,73544
75,75,36,73545
886,361,132,73546
205,124,75,73547
2151,1019,271,73548
353,223,123,73549
2667,1226,398,73550
1334,640,189,73551
1666,807,323,73552
1751,846,342,73553
823,399,138,73554
1538,660,246,73555
1005,981,323,73556
492,398,178,73557
211,101,50,73558
2043,920,221,73559
2770,1325,475,73560
2541,1244,366,73561
2013,1499,723,73562
2154,944,284,73563
1486,655,214,73564
1510,719,376,73565
414,174,68,73566
1736,849,313,73567
1856,916,267,73568
2358,881,268,73569
1469,739,199,73570
2172,822,223,73571
871,341,120,73572
1666,850,261,73573
2056,850,270,73574
1651,942,337,73575
1438,667,203,73576
2002,1084,428,73577
1034,454,157,73578
1662,726,221,73579
1761,944,267,73580
1180,459,165,73581
1472,639,219,73582
1690,710,254,73583
207,106,57,73584
1829,898,282,73585
1727,993,315,73586
1897,1029,370,73587
2126,1195,428,73588
1741,870,244,73589
375,216,75,73590
1691,824,243,73591
1923,1073,318,73592
2045,1181,426,73593
818,369,137,73594
1430,769,302,73595
2433,1157,423,73596
1932,922,294,73597
1189,517,164,73598
686,389,188,73599
2272,987,317,73600
1591,881,256,73601
2688,1239,361,73602
1415,507,184,73603
1674,788,282,73604
1709,928,374,73605
1977,1147,351,73606
1577,780,297,73607
1919,903,330,73608
1926,665,218,73609
1916,1135,343,73610
1789,958,315,73611
2662,1099,346,73612
1607,649,213,73613
1699,926,305,73614
1457,608,239,73615
1741,911,286,73616
1860,1039,349,73617
1485,629,184,73618
1624,968,361,73619
2127,1013,349,73620
2154,943,297,73621
2027,1227,375,73622
994,473,189,73623
2747,1383,334,73624
2071,1122,362,73625
2237,930,373,73626
2877,1240,420,73627
669,369,180,73628
903,365,177,73629
1472,615,217,73630
2692,1226,320,73631
1643,822,251,73632
2018,1115,302,73633
2938,1431,341,73634
1474,897,252,73635
1787,774,331,73636
2921,1238,415,73637
1511,588,207,73638
2385,1383,428,73639
230,127,86,73640
1454,571,201,73641
666,403,184,73642
2488,991,348,73643
771,380,170,73644
2766,1393,389,73645
693,263,105,73646
1535,835,283,73647
1046,1010,303,73648
1011,523,242,73649
679,229,73,73650
933,369,188,73651
1575,1010,304,73652
572,232,115,73653
445,268,88,73654
407,260,131,73655
1060,475,191,73656
917,452,157,73657
536,283,186,73658
1540,788,287,73659
1655,955,218,73660
2677,1231,404,73661
2972,1460,362,73662
1699,928,310,73663
1421,815,227,73664
1153,395,147,73665
1056,467,153,73666
1049,417,158,73667
1900,757,299,73668
668,222,67,73669
1876,832,248,73670
1759,902,263,73671
2168,1233,360,73672
263,157,65,73673
1196,562,190,73674
1253,635,238,73675
1093,513,192,73676
1399,778,270,73677
915,392,140,73678
1355,671,258,73679
176,98,49,73680
1599,870,266,73681
2013,1008,260,73682
1853,1004,300,73683
1718,788,316,73684
1519,700,282,73685
2223,1187,368,73686
2136,1117,369,73687
1488,743,283,73688
1672,905,268,73689
66,36,15,73690
1824,1022,342,73691
2213,922,347,73692
858,373,141,73693
1633,675,161,73694
705,414,191,73695
2850,1378,385,73696
274,169,112,73697
323,182,85,73698
2028,913,340,73699
1839,839,310,73700
2029,862,323,73701
2040,1050,386,73702
1868,1103,283,73703
50,34,12,73704
1854,823,281,73705
321,158,55,73706
1502,862,298,73707
1900,912,270,73708
1830,693,227,73709
1660,905,242,73710
2200,927,296,73711
2053,1156,350,73712
357,220,98,73713
1807,899,246,73714
1790,682,219,73715
1376,650,179,73716
2850,1155,332,73717
808,317,125,73718
2284,1107,313,73719
909,466,181,73720
1591,707,167,73721
1299,558,206,73722
2719,1306,335,73723
2235,1049,331,73724
88,50,28,73725
1682,1024,286,73726
897,313,108,73727
2806,1317,334,73728
2740,1366,309,73729
2448,1249,315,73730
2799,1462,356,73731
892,449,191,73732
3080,1433,334,73733
1822,712,303,73734
274,119,77,73735
1663,789,290,73736
1311,876,489,73737
1713,929,320,73738
2363,1196,340,73739
163,94,43,73740
856,353,139,73741
1727,973,278,73742
2088,1086,478,73743
1127,558,268,73744
2924,1134,438,73745
1904,832,325,73746
1681,866,261,73747
2636,1238,474,73748
1190,482,184,73749
1901,1041,298,73750
1305,653,266,73751
2495,1095,369,73752
1791,939,268,73753
1467,881,288,73754
2305,978,402,73755
1405,721,263,73756
150,94,54,73757
779,289,145,73758
1720,604,277,73759
1269,598,185,73760
2134,1112,356,73761
1466,676,175,73762
2034,1102,274,73763
1279,553,224,73764
483,293,88,73765
1394,762,197,73766
434,246,121,73767
1928,991,327,73768
1747,952,290,73769
2309,1062,379,73770
1799,1002,423,73771
130,93,37,73772
2653,1394,410,73773
1459,708,184,73774
1717,498,191,73775
1193,621,168,73776
491,311,169,73777
231,133,50,73778
843,385,186,73779
1655,945,309,73780
1663,862,243,73781
937,460,166,73782
1316,707,218,73783
962,389,158,73784
2145,1048,298,73785
1880,933,328,73786
2668,1366,535,73787
1328,662,299,73788
1814,739,263,73789
2457,1167,419,73790
1515,533,226,73791
202,139,109,73792
2576,1318,526,73793
1908,841,256,73794
1776,850,250,73795
1014,539,178,73796
2879,1373,367,73797
2787,1047,381,73798
164,89,41,73799
441,270,95,73800
2115,1215,384,73801
400,170,79,73802
1913,1099,294,73803
1160,525,124,73804
175,98,49,73805
497,210,64,73806
1769,695,268,73807
1121,523,139,73808
2168,1163,435,73809
1940,1046,303,73810
1120,514,167,73811
1120,593,260,73812
1959,748,308,73813
2784,1417,561,73814
2121,1078,397,73815
911,482,180,73816
1008,475,207,73817
1839,960,336,73818
1841,859,269,73819
554,251,101,73820
1082,488,172,73821
207,85,57,73822
1480,539,159,73823
656,295,105,73824
1840,1070,339,73825
69,52,29,73826
1804,936,334,73827
1209,537,241,73828
273,133,67,73829
1035,465,156,73830
1881,1085,314,73831
2036,949,383,73832
1928,1170,358,73833
1346,624,170,73834
748,411,157,73835
218,147,82,73836
3210,1605,428,73837
23,17,14,73838
297,154,88,73839
1171,550,177,73840
2333,1052,381,73841
2753,1464,579,73842
143,101,52,73843
97,42,28,73844
93,85,50,73845
2000,963,298,73846
63,50,32,73847
567,330,162,73848
131,79,40,73849
2602,1159,412,73850
1391,472,159,73851
135,48,16,73852
1028,462,219,73853
157,92,61,73854
1916,847,310,73855
313,182,111,73856
1968,825,326,73857
1519,715,201,73858
2800,1174,327,73859
1903,847,223,73860
814,384,204,73861
2777,710,185,73862
1481,674,175,73863
2595,1448,434,73864
2816,1112,304,73865
1682,771,332,73866
1756,935,340,73867
1191,568,198,73868
1595,859,292,73869
2723,1543,536,73870
671,275,119,73871
2534,1089,295,73872
950,399,154,73873
1971,1090,349,73874
2100,1061,346,73875
1398,773,180,73876
578,271,143,73877
480,267,120,73878
1147,595,128,73879
2053,1119,337,73880
1582,715,221,73881
313,193,115,73882
1134,637,267,73883
2248,1142,361,73884
138,85,43,73885
1217,513,225,73886
1435,588,170,73887
435,271,160,73888
1327,632,315,73889
1231,555,229,73890
130,93,34,73891
2383,1134,317,73892
773,706,343,73893
861,462,141,73894
1838,924,233,73895
1523,823,294,73896
2467,1375,441,73897
1596,839,264,73898
1873,976,327,73899
496,150,48,73900
2182,876,273,73901
1368,686,229,73902
337,159,64,73903
1981,1019,324,73904
185,108,43,73905
389,222,95,73906
1473,852,224,73907
339,173,41,73908
791,296,90,73909
134,82,43,73910
654,348,115,73911
2273,1071,380,73912
240,130,73,73913
2207,1061,325,73914
495,221,84,73915
1832,1081,322,73916
218,89,49,73917
2005,923,317,73918
246,173,79,73919
610,321,179,73920
155,75,42,73921
1662,789,292,73922
921,472,218,73923
420,235,122,73924
1469,566,215,73925
1567,585,244,73926
2672,1346,424,73927
556,307,107,73928
407,235,161,73929
282,147,72,73930
128,82,42,73931
201,78,23,73932
2037,865,303,73933
352,201,69,73934
459,208,92,73935
550,249,96,73936
926,520,225,73937
598,244,93,73938
197,123,52,73939
167,97,45,73940
884,535,199,73941
330,147,53,73942
1577,948,275,73943
1993,646,207,73944
1217,687,230,73945
222,171,65,73946
1274,747,237,73947
1875,1184,347,73948
243,158,77,73949
703,442,186,73950
180,88,32,73951
424,266,90,73952
916,511,166,73953
599,353,122,73954
805,370,138,73955
1188,699,216,73956
384,209,69,73957
507,217,95,73958
894,441,154,73959
2406,913,275,73960
1162,606,217,73961
573,312,98,73962
791,457,157,73963
2267,1116,408,73964
1956,989,367,73965
588,283,174,73966
1199,489,153,73967
261,103,57,73968
2609,1068,455,73969
2258,1155,389,73970
131,99,49,73971
266,137,72,73972
771,369,171,73973
1736,647,158,73974
319,156,55,73975
768,326,157,73976
462,265,99,73977
308,152,42,73978
129,103,53,73979
990,467,222,73980
1119,588,243,73981
282,195,81,73982
208,122,34,73983
835,373,174,73984
337,210,102,73985
326,184,90,73986
156,108,38,73987
2798,1456,475,73988
2030,946,413,73989
702,364,168,73990
525,500,239,73991
724,364,93,73992
441,189,67,73993
373,215,103,73994
1778,737,250,73995
1668,739,257,73996
106,71,31,73997
942,517,227,73998
268,154,49,73999
1398,745,282,74000
322,194,75,74001
534,207,100,74002
819,410,201,74003
2557,1335,326,74004
74,43,12,74005
2021,1128,276,74006
2421,1055,265,74007
1794,817,257,74008
719,288,102,74009
2883,1508,503,74010
1641,813,254,74011
2249,1128,275,74012
1992,1127,329,74013
575,321,115,74014
2730,1405,391,74015
243,113,37,74016
783,365,160,74017
399,210,79,74018
1530,610,169,74019
1536,811,278,74020
389,205,148,74021
933,540,311,74022
428,245,93,74023
2463,1227,320,74024
2715,1409,397,74025
81,42,26,74026
189,119,77,74027
264,131,45,74028
465,281,181,74029
91,68,37,74030
208,95,46,74031
1542,678,172,74032
1966,855,280,74033
1331,612,210,74034
1998,1017,281,74035
481,277,95,74036
2150,1022,255,74037
133,59,41,74038
162,105,47,74039
2482,1247,324,74040
791,356,153,74041
2036,981,355,74042
1512,805,235,74043
2670,1548,525,74044
1758,873,288,74045
1983,1015,300,74046
126,79,36,74047
236,159,59,74048
573,350,168,74049
646,280,90,74050
2260,1222,382,74051
957,498,176,74052
990,546,170,74053
222,83,33,74054
312,150,111,74055
465,238,116,74056
246,172,83,74057
2669,1500,530,74058
2651,1674,512,74059
2553,1301,397,74060
366,148,79,74061
1394,559,185,74062
1432,752,296,74063
723,358,166,74064
1851,979,309,74065
2305,1287,379,74066
1120,579,183,74067
2674,1420,505,74068
1954,918,305,74069
1624,979,351,74070
980,551,161,74071
1751,863,317,74072
1841,1151,390,74073
107,65,41,74074
643,395,174,74075
1045,478,179,74076
519,308,186,74077
1317,653,244,74078
83,29,10,74079
1501,760,283,74080
283,148,88,74081
741,358,183,74082
293,151,103,74083
1276,684,182,74084
1877,964,385,74085
2772,1117,314,74086
364,219,124,74087
807,418,176,74088
1714,1086,311,74089
1255,1202,368,74090
348,192,48,74091
463,267,129,74092
1515,659,237,74093
1416,794,264,74094
1236,673,266,74095
1728,715,253,74096
1009,418,184,74097
